slug,url,title,category,date_published,read_time,author,description,content
python-square,https://app.datacamp.com/learn/tutorials/python-square,How to Square a Number in Python: Basic Examples and Advanced Methods,NEW,June 2024,11 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
kafka-streams-tutorial,https://app.datacamp.com/learn/tutorials/kafka-streams-tutorial,Kafka Streams Tutorial: Introduction to Real-Time Data Processing,NEW,April 2025,2025 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-how-to-execute-sql-queries-in-r-and-python,https://app.datacamp.com/learn/tutorials/tutorial-how-to-execute-sql-queries-in-r-and-python,How to Execute SQL Queries in Python and R Tutorial,NEW,April 2022,13 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
set-operators-sql-introduction,https://app.datacamp.com/learn/tutorials/set-operators-sql-introduction,Set Operators in SQL: A Comprehensive Guide,NEW,May 2024,9 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
building-with-gemini-3-1-pro-coding-agent-tutorial,https://app.datacamp.com/learn/tutorials/building-with-gemini-3-1-pro-coding-agent-tutorial,Building with Gemini 3.1 Pro: The Ultimate Coding Agent Tutorial,NEW,February 2026,13 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
facets-ggplot-r,https://app.datacamp.com/learn/tutorials/facets-ggplot-r,Facets for ggplot2 in R,NEW,October 2018,8 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
timedelta-python-time-intervals,https://app.datacamp.com/learn/tutorials/timedelta-python-time-intervals,Python timedelta: Working With Time Intervals in Python,NEW,June 2024,9 min,Stephen Gruppetta,,"Last chance! 50% off DataCamp Premium
Sale ends in"
docker-stop-all-containers,https://app.datacamp.com/learn/tutorials/docker-stop-all-containers,Docker Stop All Containers: A Step-by-Step Guide,NEW,June 2025,5 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
ensemble-learning-python-guide,https://app.datacamp.com/learn/tutorials/ensemble-learning-python-guide,Ensemble Learning in Python: A Hands-On Guide to Random Forest and XGBoost,NEW,January 2026,15 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tensorflow-tutorial,https://app.datacamp.com/learn/tutorials/tensorflow-tutorial,TensorFlow Tutorial For Beginners,NEW,January 2019,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chainlit,https://app.datacamp.com/learn/tutorials/chainlit,Chainlit: A Guide With Practical Examples,NEW,May 2025,8 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llama-factory-web-ui-guide-fine-tuning-llms,https://app.datacamp.com/learn/tutorials/llama-factory-web-ui-guide-fine-tuning-llms,LlaMA-Factory WebUI Beginner's Guide: Fine-Tuning LLMs,NEW,September 2024,12 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
delta-table-in-databricks,https://app.datacamp.com/learn/tutorials/delta-table-in-databricks,Delta Table in Databricks: A Complete Guide,NEW,June 2025,12 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
generalized-linear-models,https://app.datacamp.com/learn/tutorials/generalized-linear-models,GLM in R: Generalized Linear Model,NEW,June 2020,2 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
podman-compose,https://app.datacamp.com/learn/tutorials/podman-compose,Podman Compose: A Rootless Alternative to Docker Compose,NEW,February 2026,12 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
dbt-macros,https://app.datacamp.com/learn/tutorials/dbt-macros,dbt Macros: A Comprehensive Guide,NEW,September 2025,11 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
format-sql-function,https://app.datacamp.com/learn/tutorials/format-sql-function,FORMAT() SQL FUNCTION,NEW,October 2022,3 min,Travis Tang,,"Last chance! 50% off DataCamp Premium
Sale ends in"
glm-4-7-flash-locally,https://app.datacamp.com/learn/tutorials/glm-4-7-flash-locally,How to Run GLM 4.7 Flash Locally,NEW,January 2026,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
beginners-introduction-postgresql,https://app.datacamp.com/learn/tutorials/beginners-introduction-postgresql,Beginner's Guide to PostgreSQL,NEW,February 2019,13 min,Sayak Paul,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multivariate-linear-regression,https://app.datacamp.com/learn/tutorials/multivariate-linear-regression,Multivariate Linear Regression: A Guide to Modeling Multiple Outcomes,NEW,July 2025,11 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
case-conversion-python,https://app.datacamp.com/learn/tutorials/case-conversion-python,Lowercase in Python Tutorial,NEW,November 2024,6 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
apache-arrow,https://app.datacamp.com/learn/tutorials/apache-arrow,Apache Arrow: A Beginner’s Guide with Practical Examples,NEW,June 2025,11 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mistral-ocr,https://app.datacamp.com/learn/tutorials/mistral-ocr,Mistral OCR: A Guide With Practical Examples,NEW,March 2025,12 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-data-pipelines-for-data-professionals,https://app.datacamp.com/learn/tutorials/introduction-to-data-pipelines-for-data-professionals,An Introduction to Data Pipelines for Aspiring Data Professionals,NEW,September 2023,15 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
nemoclaw-guide,https://app.datacamp.com/learn/tutorials/nemoclaw-guide,NemoClaw Guide: Enterprise-Grade Security for OpenClaw,NEW,April 2026,8 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
humaneval-benchmark-for-evaluating-llm-code-generation-capabilities,https://app.datacamp.com/learn/tutorials/humaneval-benchmark-for-evaluating-llm-code-generation-capabilities,HumanEval: A Benchmark for Evaluating LLM Code Generation Capabilities,NEW,November 2024,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
stochastic-gradient-descent,https://app.datacamp.com/learn/tutorials/stochastic-gradient-descent,Stochastic Gradient Descent in Python: A Complete Guide for ML Optimization,NEW,July 2024,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
correlated-subquery,https://app.datacamp.com/learn/tutorials/correlated-subquery,Correlated Subquery in SQL: How It Works with Examples,,March 2026,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-run-unsloth-studio-locally,https://app.datacamp.com/learn/tutorials/how-to-run-unsloth-studio-locally,How to Run Unsloth Studio Locally: Step-by-Step Guide,NEW,March 2026,8 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sumproduct,https://app.datacamp.com/learn/tutorials/sumproduct,SUMPRODUCT() Excel: What You Should Know,NEW,January 2026,15 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-data-model,https://app.datacamp.com/learn/tutorials/excel-data-model,How to Create Data Models in Excel: A Comprehensive Guide,NEW,July 2024,13 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-generators,https://app.datacamp.com/learn/tutorials/python-generators,Python Generators: Boosting Performance and Simplifying Code,NEW,February 2025,10 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llama-index-adding-personal-data-to-llms,https://app.datacamp.com/learn/tutorials/llama-index-adding-personal-data-to-llms,LlamaIndex: Adding Personal Data to LLMs,NEW,July 2023,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-terminal,https://app.datacamp.com/learn/tutorials/claude-code-terminal,Claude Code Terminal: 7 Workflow Upgrades for Power Users,NEW,May 2026,15 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llama3-fine-tuning-locally,https://app.datacamp.com/learn/tutorials/llama3-fine-tuning-locally,Fine-Tuning Llama 3 and Using It Locally: A Step-by-Step Guide,NEW,May 2024,12 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
qwen-image-layered,https://app.datacamp.com/learn/tutorials/qwen-image-layered,Qwen-Image-Layered: A Hands-On Guide to Image Decomposition,NEW,January 2026,10 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
intro-to-causal-ai-using-the-dowhy-library-in-python,https://app.datacamp.com/learn/tutorials/intro-to-causal-ai-using-the-dowhy-library-in-python,Intro to Causal AI Using the DoWhy Library in Python,NEW,September 2023,14 min,Paul Hünermund,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-law,https://app.datacamp.com/learn/tutorials/power-law,Power Law: A Pattern Behind Extreme Events,NEW,August 2025,13 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-dunder-methods,https://app.datacamp.com/learn/tutorials/python-dunder-methods,Python Dunder Methods: Special Commands Worth Knowing,NEW,April 2025,8 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-qwen3-coder-next-locally,https://app.datacamp.com/learn/tutorials/run-qwen3-coder-next-locally,Run Qwen3-Coder-Next Locally: Vibe Code an Analytics Dashboard,NEW,February 2026,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
nicegui,https://app.datacamp.com/learn/tutorials/nicegui,Python NiceGUI: Build Powerful Web Interfaces with Ease,NEW,October 2024,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-match,https://app.datacamp.com/learn/tutorials/excel-match,Excel MATCH() Function: How to Find the Position of a Value in a Range,NEW,March 2025,8 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
exploratory-data-analysis-python,https://app.datacamp.com/learn/tutorials/exploratory-data-analysis-python,Python Exploratory Data Analysis Tutorial,NEW,March 2017,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
matplotlib-time-series-line-plot,https://app.datacamp.com/learn/tutorials/matplotlib-time-series-line-plot,Matplotlib time series line plot,NEW,April 2023,8 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
installing-jupyter-notebook,https://app.datacamp.com/learn/tutorials/installing-jupyter-notebook,Getting Started with JupyterLab Tutorial,NEW,March 2023,7 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pyspark-read-csv,https://app.datacamp.com/learn/tutorials/pyspark-read-csv,PySpark Read CSV: Efficiently Load and Process Large Files,NEW,June 2025,7 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-string-functions,https://app.datacamp.com/learn/tutorials/sql-string-functions,SQL String Functions: A Beginner's Guide,NEW,January 2025,7 min,Eugenia Anello,,"Last chance! 50% off DataCamp Premium
Sale ends in"
jenkins-tutorial,https://app.datacamp.com/learn/tutorials/jenkins-tutorial,Jenkins for MLOps: A Complete CI/CD Tutorial,NEW,October 2024,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-argparse,https://app.datacamp.com/learn/tutorials/python-argparse,Master Python's argparse Module: Build Better CLIs,NEW,December 2024,12 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gpt-5-2-codex-tutorial,https://app.datacamp.com/learn/tutorials/gpt-5-2-codex-tutorial,GPT-5.2 Codex Tutorial: Build a Data Pipeline in VSCode,NEW,January 2026,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-combine-cells-in-excel,https://app.datacamp.com/learn/tutorials/how-to-combine-cells-in-excel,How to Combine Cells in Excel: 2 Different Approaches,NEW,March 2026,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-read-file-line-by-line,https://app.datacamp.com/learn/tutorials/python-read-file-line-by-line,How to Read a File Line by Line in Python,NEW,January 2026,6 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
for-loops-in-python,https://app.datacamp.com/learn/tutorials/for-loops-in-python,For Loops in Python Tutorial,NEW,July 2019,5 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-find-circular-references-in-excel,https://app.datacamp.com/learn/tutorials/how-to-find-circular-references-in-excel,How to Find Circular References in Excel,NEW,January 2026,15 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-the-mamba-llm-architecture,https://app.datacamp.com/learn/tutorials/introduction-to-the-mamba-llm-architecture,An Introduction to the Mamba LLM Architecture: A New Paradigm in Machine Learning,NEW,March 2024,9 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cloud-run,https://app.datacamp.com/learn/tutorials/cloud-run,Cloud Run: A Guide to Deploying Containerized Apps in GCP,NEW,March 2025,9 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
proximal-policy-optimization,https://app.datacamp.com/learn/tutorials/proximal-policy-optimization,Proximal Policy Optimization with PyTorch and Gymnasium,NEW,November 2024,15 min,Arun Nanda,,"Last chance! 50% off DataCamp Premium
Sale ends in"
text-classification-python,https://app.datacamp.com/learn/tutorials/text-classification-python,Understanding Text Classification in Python,NEW,November 2022,12 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
modulo-operator-python,https://app.datacamp.com/learn/tutorials/modulo-operator-python,Modulo Operator in Python: Understanding Key Concepts,NEW,March 2025,9 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
scope-of-variables-python,https://app.datacamp.com/learn/tutorials/scope-of-variables-python,Python Variable Scope And The LEGB Rule Explained,NEW,September 2025,8 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
binary-search-python,https://app.datacamp.com/learn/tutorials/binary-search-python,Binary Search in Python: A Complete Guide for Efficient Searching,NEW,August 2024,12 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cursor-2-0-complete-guide,https://app.datacamp.com/learn/tutorials/cursor-2-0-complete-guide,Cursor 2.0: A Complete Guide With Python Project,NEW,November 2025,11 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tableau-tutorial-for-beginners,https://app.datacamp.com/learn/tutorials/tableau-tutorial-for-beginners,Tableau Tutorial for Beginners,NEW,April 2022,13 min,Eugenia Anello,,"Last chance! 50% off DataCamp Premium
Sale ends in"
synthid,https://app.datacamp.com/learn/tutorials/synthid,Google's SynthID: A Guide With Examples,NEW,July 2025,8 min,Tom Farnschläder,,"Last chance! 50% off DataCamp Premium
Sale ends in"
rag-vs-fine-tuning,https://app.datacamp.com/learn/tutorials/rag-vs-fine-tuning,RAG vs Fine-Tuning: A Comprehensive Tutorial with Practical Examples,NEW,July 2024,13 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
categorical-data,https://app.datacamp.com/learn/tutorials/categorical-data,Handling Machine Learning Categorical Data with Python Tutorial,NEW,February 2023,14 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
stemming-lemmatization-python,https://app.datacamp.com/learn/tutorials/stemming-lemmatization-python,Stemming and Lemmatization in Python,NEW,February 2023,12 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
an-introduction-to-python-t-tests,https://app.datacamp.com/learn/tutorials/an-introduction-to-python-t-tests,An Introduction to Python T-Tests,NEW,March 2023,13 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-private-methods-explained,https://app.datacamp.com/learn/tutorials/python-private-methods-explained,Python Private Methods Explained,NEW,March 2024,9 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-install-azure-cli,https://app.datacamp.com/learn/tutorials/how-to-install-azure-cli,"How to Install Azure CLI: A Practical Guide for Installation, Authentication, and Usage",NEW,September 2025,11 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
contextual-retrieval-anthropic,https://app.datacamp.com/learn/tutorials/contextual-retrieval-anthropic,Anthropic's Contextual Retrieval: A Guide With Implementation,NEW,November 2024,8 min,Ryan Ong,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gui-tkinter-python,https://app.datacamp.com/learn/tutorials/gui-tkinter-python,Introduction to GUI With Tkinter in Python,NEW,December 2019,11 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
line-plots-in-matplotlib-with-python,https://app.datacamp.com/learn/tutorials/line-plots-in-matplotlib-with-python,Line Plots in MatplotLib with Python,NEW,December 2024,11 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
codex-cli-mcp,https://app.datacamp.com/learn/tutorials/codex-cli-mcp,Codex CLI MCP Tutorial: Building a Portfolio Dashboard Agent,NEW,March 2026,15 min,Nikhil Adithyan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-len,https://app.datacamp.com/learn/tutorials/python-len,Python len(): A Beginner’s Guide to Counting Elements in Python,NEW,June 2025,6 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
bias-variance-tradeoff,https://app.datacamp.com/learn/tutorials/bias-variance-tradeoff,Bias-Variance Tradeoff: How Models Fail in Production,NEW,February 2026,15 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
yield-python-keyword,https://app.datacamp.com/learn/tutorials/yield-python-keyword,Python yield Keyword: What Is It and How to Use It?,NEW,July 2024,2024 min,Stephen Gruppetta,,"Last chance! 50% off DataCamp Premium
Sale ends in"
quantization-for-large-language-models,https://app.datacamp.com/learn/tutorials/quantization-for-large-language-models,Quantization for Large Language Models (LLMs): Reduce AI Model Sizes Efficiently,NEW,June 2024,12 min,Andrea Valenzuela,,"Last chance! 50% off DataCamp Premium
Sale ends in"
left-join-vs-left-outer-join,https://app.datacamp.com/learn/tutorials/left-join-vs-left-outer-join,SQL LEFT JOIN vs. LEFT OUTER JOIN: What You Need to Know,NEW,August 2024,4 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-pyside6-for-building-gui-applications-with-python,https://app.datacamp.com/learn/tutorials/introduction-to-pyside6-for-building-gui-applications-with-python,PySide6 Tutorial: Building GUI Applications with Python,NEW,January 2024,14 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
space-complexity,https://app.datacamp.com/learn/tutorials/space-complexity,Space Complexity: How Algorithms Use Memory,NEW,December 2025,13 min,Iheb Gafsi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fine-tuning-deepseek-r1-reasoning-model,https://app.datacamp.com/learn/tutorials/fine-tuning-deepseek-r1-reasoning-model,Fine-Tuning DeepSeek R1 (Reasoning Model),NEW,January 2025,12 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-push-force,https://app.datacamp.com/learn/tutorials/git-push-force,Git Push Force: How it Works and How to Use it Safely,NEW,July 2025,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
hill-climbing-algorithm-for-ai-in-python,https://app.datacamp.com/learn/tutorials/hill-climbing-algorithm-for-ai-in-python,Implementing the Hill Climbing Algorithm for AI in Python,NEW,February 2025,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deepseek-ocr-hands-on-guide,https://app.datacamp.com/learn/tutorials/deepseek-ocr-hands-on-guide,DeepSeek-OCR: A Hands-On Guide With 7 Practical Examples,NEW,November 2025,13 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
nano-banana-2,https://app.datacamp.com/learn/tutorials/nano-banana-2,Nano Banana 2: A Full Guide With Python,NEW,February 2026,11 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
vercel-v0,https://app.datacamp.com/learn/tutorials/vercel-v0,v0 by Vercel: A Guide With Demo Project,NEW,April 2025,12 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
characteristic-equation,https://app.datacamp.com/learn/tutorials/characteristic-equation,Characteristic Equation: Everything You Need to Know for Data Science,NEW,November 2024,9 min,Vahab Khademi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
unveiling-the-magic-of-statistical-machine-learning,https://app.datacamp.com/learn/tutorials/unveiling-the-magic-of-statistical-machine-learning,An Introduction to Statistical Machine Learning,NEW,December 2024,11 min,Joanne Xiong,,"Last chance! 50% off DataCamp Premium
Sale ends in"
databricks-genie,https://app.datacamp.com/learn/tutorials/databricks-genie,Databricks Genie: How AI-Powered Q&A Works in Databricks,NEW,November 2025,12 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-string-contains,https://app.datacamp.com/learn/tutorials/python-string-contains,"Python String Search and Replace: in, .find(), .index(), .count(), and .replace()",NEW,April 2026,8 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-pie-chart,https://app.datacamp.com/learn/tutorials/python-pie-chart,Python Pie Chart: Build and Style with Pandas and Matplotlib,NEW,April 2025,7 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-lambda,https://app.datacamp.com/learn/tutorials/excel-lambda,Excel LAMBDA(): How to Build Custom Functions,NEW,June 2025,7 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-iferror,https://app.datacamp.com/learn/tutorials/excel-iferror,Excel IFERROR(): How to Handle Errors in Excel Formulas,NEW,July 2025,3 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
lod-expressions-in-tableau-a-tutorial-with-examples,https://app.datacamp.com/learn/tutorials/lod-expressions-in-tableau-a-tutorial-with-examples,LOD Expressions in Tableau: A Tutorial With Examples,NEW,April 2024,2024 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
seeing-like-a-machine-a-beginners-guide-to-image-analysis-in-machine-learning,https://app.datacamp.com/learn/tutorials/seeing-like-a-machine-a-beginners-guide-to-image-analysis-in-machine-learning,Seeing Like a Machine: A Beginner's Guide to Image Analysis in Machine Learning,NEW,June 2023,15 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tiktoken-library-python,https://app.datacamp.com/learn/tutorials/tiktoken-library-python,Tiktoken Tutorial: OpenAI's Python Library for Tokenizing Text,NEW,August 2024,5 min,Dimitri Didmanidze,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mastering-vector-databases-with-pinecone-tutorial,https://app.datacamp.com/learn/tutorials/mastering-vector-databases-with-pinecone-tutorial,Mastering Vector Databases with Pinecone Tutorial: A Comprehensive Guide,NEW,August 2023,11 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
adamw-optimizer-in-pytorch,https://app.datacamp.com/learn/tutorials/adamw-optimizer-in-pytorch,AdamW Optimizer in PyTorch Tutorial,NEW,October 2024,12 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sqlite-show-tables,https://app.datacamp.com/learn/tutorials/sqlite-show-tables,SQLite Show Tables: A Complete Guide for Database Navigation,NEW,January 2025,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
kling-3-0,https://app.datacamp.com/learn/tutorials/kling-3-0,Kling 3.0: A Comprehensive Guide to AI Video Generation,NEW,February 2026,10 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
subsets-in-r,https://app.datacamp.com/learn/tutorials/subsets-in-r,Subsetting in R Tutorial,NEW,December 2024,4 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-pull,https://app.datacamp.com/learn/tutorials/git-pull,Git Pull: Keeping Your Local Repository Up to Date,NEW,March 2025,8 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-use-hlookup-in-excel,https://app.datacamp.com/learn/tutorials/how-to-use-hlookup-in-excel,How to Use HLOOKUP in Excel,NEW,March 2024,6 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-remove-leading-zeros-in-excel,https://app.datacamp.com/learn/tutorials/how-to-remove-leading-zeros-in-excel,How to Remove Leading Zeros in Excel: 4 Methods,NEW,March 2026,8 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-tuples-tutorial,https://app.datacamp.com/learn/tutorials/python-tuples-tutorial,Python Tuples Tutorial,NEW,February 2018,10 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
unsloth-studio-fine-tuning-llms-guide,https://app.datacamp.com/learn/tutorials/unsloth-studio-fine-tuning-llms-guide,Unsloth Studio Fine-Tuning LLMs Guide,NEW,March 2026,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
winsorized-mean,https://app.datacamp.com/learn/tutorials/winsorized-mean,Winsorized Mean: A Robust Approach to Handling Outliers,NEW,September 2024,7 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
building-a-chatbot-using-chatterbot,https://app.datacamp.com/learn/tutorials/building-a-chatbot-using-chatterbot,Building a Chatbot using Chatterbot in Python,NEW,January 2024,12 min,Avinash Navlani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
simpsons-paradox,https://app.datacamp.com/learn/tutorials/simpsons-paradox,Simpson's Paradox: Avoid Being Misled by the Data,NEW,August 2025,7 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-qwen3-coder-locally,https://app.datacamp.com/learn/tutorials/run-qwen3-coder-locally,How to Run Qwen3-Coder Locally,NEW,August 2025,7 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
grok-3-api,https://app.datacamp.com/learn/tutorials/grok-3-api,Grok 3 API: A Step-by-Step Guide With Examples,NEW,May 2025,12 min,Tom Farnschläder,,"Last chance! 50% off DataCamp Premium
Sale ends in"
policy-gradient-theorem,https://app.datacamp.com/learn/tutorials/policy-gradient-theorem,Policy Gradient Theorem Explained: A Hands-On Introduction,NEW,February 2025,15 min,Arun Nanda,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-ridge-lasso-elastic-net,https://app.datacamp.com/learn/tutorials/tutorial-ridge-lasso-elastic-net,"Regularization in R Tutorial: Ridge, Lasso and Elastic Net",NEW,November 2019,11 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
regression-testing,https://app.datacamp.com/learn/tutorials/regression-testing,Regression Testing: A Complete Guide for Developers,NEW,October 2025,15 min,Don Kaluarachchi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-waterfall-chart,https://app.datacamp.com/learn/tutorials/power-bi-waterfall-chart,How to Create a Power BI Waterfall Chart: 5 Easy Steps,NEW,February 2025,8 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-sonnet-api-anthropic,https://app.datacamp.com/learn/tutorials/claude-sonnet-api-anthropic,Claude Sonnet 3.5 API Tutorial: Getting Started With Anthropic's API,NEW,June 2024,8 min,Ryan Ong,,"Last chance! 50% off DataCamp Premium
Sale ends in"
geometric-mean,https://app.datacamp.com/learn/tutorials/geometric-mean,Geometric Mean: A Measure for Growth and Compounding,NEW,November 2024,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
if-name-equals-main-python,https://app.datacamp.com/learn/tutorials/if-name-equals-main-python,"if __name__ == ""__main__"" Python: Complete Explanation",NEW,August 2024,8 min,Stephen Gruppetta,,"Last chance! 50% off DataCamp Premium
Sale ends in"
